NumeroComprobante,FechaFactura,IdItem,NombreProducto,Descripcion,Cantidad,Precio,Total
B0200002847,2026-01-15,752,KIT COMPLETO HIACE 5ta Generacion 2004-2019,"TECHO BAJITO, DEFENSA FRONTAL ESTILO ALTO HASTA LAS LUCES",1,48000.0,42499.2
B0200002847,2026-01-15,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002847,2026-01-15,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002847,2026-01-15,294,MODIFICACION,,1,10000.0,10000.0
B0200002848,2026-01-15,607,KIT DEFENSA NV 200 COMPLETA,PUERTA TRASERA ABRE HACIA ARRIBA,1,33000.0,29502.0
B0200002848,2026-01-15,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002848,2026-01-15,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002849,2026-01-15,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,26100.0
B0200002849,2026-01-15,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002849,2026-01-15,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,15500.0,15500.0
B0200002849,2026-01-15,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002849,2026-01-15,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002850,2026-01-15,309,REPARACION GRADO (B),KIA K2700 DEFENSA FRONTAL,1,7000.0,7000.0
B0200002851,2026-01-15,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,AÑO  2019,1,33000.0,30501.9
B0200002851,2026-01-15,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002851,2026-01-15,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002852,2026-01-15,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2022,1,29000.0,25502.6
B0200002852,2026-01-15,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002852,2026-01-15,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002853,2026-01-16,1317,DECORACION DE DEFENSA,"HIJET JUEGO DE DEFENSAS

  AÑO 2019",1,3000.0,3000.0
B0200002853,2026-01-16,337,INSTALACION,HIJET JUEGO DE DEFENSAS,1,4000.0,4000.0
B0200002853,2026-01-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002854,2026-01-16,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2015,1,29000.0,27550.0
B0200002854,2026-01-16,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002854,2026-01-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002854,2026-01-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002855,2026-01-29,891,CHEVROLET COLORADO KIT DEFENSA FRONTAL,AÑO 2020,1,20000.0,19000.0
B0200002855,2026-01-29,806,CHEVROLET COLORADO DEFENSA TRASERA,,1,15500.0,15500.0
B0200002855,2026-01-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002855,2026-01-29,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002856,2026-01-13,578,REPARACION GRADO (A),PEUGEOT BOXER JUEGO DE DEFENSAS,1,15000.0,13125.0
B0200002856,2026-01-13,1164,PISO GOMAS PARA VEHICULO,PEUGEOT BOXER,1,25000.0,21875.0
B0200002857,2026-01-16,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,"1 CABINA

  AÑO 2025",1,33000.0,30360.0
B0200002857,2026-01-16,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002857,2026-01-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002857,2026-01-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002858,2026-01-17,1403,MITSUBISHI FUSO DEFENSA TRASERA,CAMA LARGA CON HUELLAS Y BARRAS PARA TAPAR LUCES,1,17000.0,16320.0
B0200002858,2026-01-17,965,PROTECTOR DE TANQUE,EN PERFILES,1,16000.0,15520.0
B0200002858,2026-01-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002858,2026-01-17,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002859,2026-01-19,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,27550.0
B0200002859,2026-01-19,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002859,2026-01-19,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,15500.0,15500.0
B0200002859,2026-01-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002859,2026-01-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002860,2026-01-19,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25502.6
B0200002860,2026-01-19,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002860,2026-01-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002860,2026-01-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002861,2026-01-19,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,"DOBLE CABINA

  AÑO 2026",1,33000.0,30525.0
B0200002861,2026-01-19,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002861,2026-01-19,761,BOLA DE JALON 2000 LB (opcional),,1,850.0,850.0
B0200002861,2026-01-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002862,2026-01-19,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,"UNA CABINA

  AÑO 2026",1,33000.0,30501.9
B0200002862,2026-01-19,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002862,2026-01-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002862,2026-01-19,1368,KIA UNA CABINA PROTECCION PARA LA CAMA EN TOLA CORRUGADA,,1,40000.0,40000.0
B0200002862,2026-01-19,802,PROTECTOR DE BATERIA,,1,3500.0,3500.0
B0200002862,2026-01-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002863,2026-01-20,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,,1,33000.0,37771.8
B0200002863,2026-01-20,831,CACHUCHA CERRADA PARA KIA K2700 1 CABINA,TUBO 1-1/4,1,55000.0,62953.0
B0200002863,2026-01-20,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200002863,2026-01-20,802,PROTECTOR DE BATERIA,,1,3500.0,4006.1
B0200002863,2026-01-20,98,CAJA DE HERRAMIENTAS,17x24,1,8000.0,9156.8
B0200002863,2026-01-20,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002864,2026-01-20,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29568.0
B0200002864,2026-01-20,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002864,2026-01-20,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002865,2026-01-20,362,HYUNDAI PORTER KIT DEFENSA DELANTERA Y TRASERA,,1,30000.0,28500.0
B0200002865,2026-01-20,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002865,2026-01-20,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002865,2026-01-20,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002866,2026-01-22,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,30501.9
B0200002866,2026-01-22,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002866,2026-01-22,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002867,2026-01-22,474,HYUNDAI PORTER KIT DEFENSA COMPLETA,,1,33000.0,30501.9
B0200002867,2026-01-22,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002867,2026-01-22,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002867,2026-01-22,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002868,2026-01-22,363,PARILLA HIJET DE TECHO,,1,19500.0,18000.45
B0200002868,2026-01-22,294,MODIFICACION,DOS BARRAS DELANTERA PARA ESCALERAS,1,1500.0,1500.0
B0200002868,2026-01-22,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002869,2026-01-22,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,30501.9
B0200002869,2026-01-22,1103,TOWN ACE PORTA ESCALERA CON SEGURIDAD MODERNO,,1,17500.0,17500.0
B0200002869,2026-01-22,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002869,2026-01-22,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002870,2026-01-22,707,ISUZU CARA ANCHA DEFENSA DELANTERA,,1,26000.0,24700.0
B0200002870,2026-01-22,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002870,2026-01-22,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002871,2026-01-22,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2020,1,29000.0,25502.6
B0200002871,2026-01-22,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002871,2026-01-22,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002871,2026-01-22,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002872,2026-01-23,803,HYUNDAI PORTER DEFENSA FRONTAL,AÑO 2022,1,17000.0,18856.4
B0200002872,2026-01-23,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1770.0
B0200002873,2026-01-23,607,KIT DEFENSA NV 200 COMPLETA,"PUERTA TRASERA ABRE HACIA ARRIBA

  AÑO 2019",1,33000.0,30501.9
B0200002873,2026-01-23,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002873,2026-01-23,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002874,2026-01-23,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25502.6
B0200002874,2026-01-23,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002874,2026-01-23,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002875,2026-01-23,245,PORTA ESCALERAS CHEVROLET N400,,1,17500.0,19411.0
B0200002875,2026-01-23,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1770.0
B0200002876,2026-01-23,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,DOBLE CABINA,1,33000.0,30525.0
B0200002876,2026-01-23,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002876,2026-01-23,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002876,2026-01-23,802,PROTECTOR DE BATERIA,,1,3500.0,3500.0
B0200002876,2026-01-23,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002877,2026-01-24,746,KIT ISUZU CARA ANCHA DEFENSA DELANTERA,"CAMA LARGA

  AÑO 2010",1,25000.0,23750.0
B0200002877,2026-01-24,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002878,2026-01-27,1092,JUEGO PLATANERA COMPLETO MODERNO 2024-2025,"TIPO CAMIONCITO

  AÑO 2019",1,29500.0,28025.0
B0200002878,2026-01-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002878,2026-01-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002879,2026-01-27,309,REPARACION GRADO (B),DEFENSA FRONTAL DAIHATSU MIRA,1,5500.0,5500.0
B0200002879,2026-01-27,337,INSTALACION,DEFENSA FRONTAL MIRA,1,2500.0,2500.0
B0200002880,2026-01-27,578,REPARACION GRADO (A),"DEFENSA TRASERA EN TOLA

 CAMION ISUZU",1,6600.0,6600.0
B0200002880,2026-01-27,578,REPARACION GRADO (A),MINI CACHUCHA DE CAMION ISUZU,1,6600.0,6600.0
B0200002881,2026-01-27,89,CAMION- LITE ACE KIT MODERNO MODERNO,"ESTRIBOS MODERNOS

  AÑO 2020",1,40000.0,34960.0
B0200002881,2026-01-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002881,2026-01-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002882,2026-01-27,309,REPARACION GRADO (B),HIJET DEFENSA FRONTAL,1,5500.0,5500.0
B0200002882,2026-01-27,1318,DESINTALACION DE DEFENSA,HIJET DEFENSA FRONTAL,1,4500.0,4500.0
B0200002883,2026-01-27,179,JUEGO DE KIT DEFENSA CAMION SHINERAY,,1,35500.0,33519.1
B0200002883,2026-01-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002883,2026-01-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002884,2026-01-27,309,REPARACION GRADO (B),HILUX AÑO 2023 DEFENSA TRASERA,1,6000.0,6000.0
B0200002885,2026-01-28,619,KIT-COMPLETA DEFENSA HIJET,"TRASERO NORMAL

  AÑO 2019",1,29000.0,25520.0
B0200002885,2026-01-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002886,2026-01-28,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,AÑO 2013,1,33000.0,29502.0
B0200002886,2026-01-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002886,2026-01-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002887,2026-01-28,759,CAMION ISUZU CARA ANCHA KIT COMPLETO,"VOLTEO

  AÑO 2026",1,52000.0,42073.2
B0200002887,2026-01-28,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002887,2026-01-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002887,2026-01-28,797,MINI CACHUCHA DE CABINA,,1,25000.0,23750.0
B0200002887,2026-01-28,992,SOPORTE DE CARGA DE VARILLAS,,1,15900.0,14946.0
